Gender,Age at enrollment,Displaced,International,Mother's qualification,Father's qualification,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Application order,Daytime/evening attendance,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_109,Mother's occupation_1,Mother's occupation_2,Mother's occupation_3,Mother's occupation_4,Mother's occupation_5,Mother's occupation_6,Mother's occupation_7,Mother's occupation_8,Mother's occupation_9,Mother's occupation_10,Mother's occupation_90,Mother's occupation_99,Mother's occupation_123,Mother's occupation_125,Mother's occupation_132,Mother's occupation_134,Mother's occupation_141,Mother's occupation_143,Mother's occupation_144,Mother's occupation_151,Mother's occupation_152,Mother's occupation_153,Mother's occupation_171,Mother's occupation_175,Mother's occupation_191,Mother's occupation_192,Mother's occupation_193,Mother's occupation_194,Father's occupation_1,Father's occupation_2,Father's occupation_3,Father's occupation_4,Father's occupation_5,Father's occupation_6,Father's occupation_7,Father's occupation_8,Father's occupation_9,Father's occupation_10,Father's occupation_90,Father's occupation_99,Father's occupation_102,Father's occupation_103,Father's occupation_112,Father's occupation_114,Father's occupation_122,Father's occupation_123,Father's occupation_124,Father's occupation_131,Father's occupation_135,Father's occupation_141,Father's occupation_143,Father's occupation_144,Father's occupation_151,Father's occupation_153,Father's occupation_154,Father's occupation_163,Father's occupation_171,Father's occupation_172,Father's occupation_174,Father's occupation_175,Father's occupation_181,Father's occupation_182,Father's occupation_183,Father's occupation_192,Father's occupation_193,Father's occupation_194,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_9,Previous qualification_10,Previous qualification_12,Previous qualification_15,Previous qualification_19,Previous qualification_38,Previous qualification_39,Previous qualification_40,Previous qualification_42,Previous qualification_43
1,18,0,0,1,1,0,0,1,1,16.2,0.3,-0.92,1,1,172.0,167.1,0,0,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,38,38,0,0,1,0,12.7,3.7,-1.7,6,1,134.0,122.0,0,8,8,7,12.2,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,37,38,0,0,1,0,13.9,-0.3,0.79,2,1,121.0,111.9,0,6,6,6,14.166666666666666,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,19,0,0,1,38,0,1,0,1,12.4,0.5,1.79,1,1,117.0,109.3,0,6,7,5,12.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,20,0,0,38,38,0,1,1,1,8.9,1.4,3.51,1,1,133.1,118.0,0,6,7,5,11.4,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,49,0,0,1,3,0,1,0,0,8.9,1.4,3.51,1,1,111.0,162.4,4,12,16,5,11.6,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,31,0,0,19,39,0,1,0,0,16.2,0.3,-0.92,1,0,133.1,121.7,0,5,7,0,0.0,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,False,False,False,False,False,True,False,False,False,False,0
0,34,1,0,37,37,0,0,1,0,10.8,1.4,1.74,1,1,140.0,140.0,0,0,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,19,1,0,38,37,0,0,1,0,9.4,-0.8,-3.12,1,1,124.0,119.3,0,8,8,8,13.11625,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,34,0,0,19,19,0,0,1,0,11.1,0.6,2.02,1,1,130.0,117.7,10,12,12,10,12.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,19,19,0,0,1,1,12.7,3.7,-1.7,2,1,130.0,121.6,0,6,9,1,10.0,1,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,43,0,0,37,37,0,0,1,0,9.4,-0.8,-3.12,2,1,133.1,110.0,0,5,14,0,0.0,1,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,25,0,0,1,38,0,0,1,0,12.4,0.5,1.79,1,1,120.0,150.0,0,6,6,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,38,38,1,0,1,1,11.1,0.6,2.02,3,1,123.0,118.8,0,6,10,5,12.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,28,0,0,3,19,0,0,1,0,16.2,0.3,-0.92,1,0,130.0,133.9,0,5,7,5,13.714285714285714,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,0,False,False,False,False,False,False,False,False,False,False,0
0,37,1,0,37,37,0,0,1,0,9.4,-0.8,-3.12,1,0,133.1,100.0,0,6,0,0,0.0,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False,False,False,False,False,False,0
0,21,0,0,38,19,0,0,1,0,12.4,0.5,1.79,1,1,140.0,141.8,3,6,7,6,12.571428571428571,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,0
1,27,0,0,34,34,0,1,0,0,7.6,2.6,0.32,1,1,133.1,128.2,0,5,5,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,True,False,False,False,False,False,False,0
0,19,1,0,1,1,0,0,1,1,9.4,-0.8,-3.12,1,1,125.0,119.8,0,8,8,8,12.82875,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,0,0,12,5,0,0,1,0,11.1,0.6,2.02,1,1,140.0,126.6,2,6,7,6,14.428571428571429,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,20,1,0,37,37,0,0,1,0,10.8,1.4,1.74,4,1,136.0,136.7,0,6,6,4,13.5,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,12,1,0,0,1,1,12.4,0.5,1.79,1,1,123.0,119.2,0,6,8,5,13.5,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,37,1,0,34,34,0,0,1,0,9.4,-0.8,-3.12,4,0,140.0,128.0,0,6,0,0,0.0,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,26,0,0,37,12,0,0,0,0,9.4,-0.8,-3.12,1,0,140.0,140.0,0,5,9,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,0,0,1,1,0,0,1,0,7.6,2.6,0.32,1,1,128.0,116.5,0,5,8,2,10.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,20,1,1,3,37,0,0,0,0,13.9,-0.3,0.79,1,1,150.0,132.5,0,6,9,5,13.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,True,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,20,1,0,4,4,0,0,1,0,12.7,3.7,-1.7,1,1,140.0,140.0,1,5,8,2,11.5,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,0
0,19,0,0,38,38,0,0,1,1,10.8,1.4,1.74,1,1,142.0,125.9,0,6,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,23,1,0,1,37,0,0,1,0,15.5,2.8,-4.06,0,1,130.0,130.0,10,17,28,17,13.15,2,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,False,False,False,False,False,False,False,0
1,25,0,0,1,1,0,0,1,0,12.4,0.5,1.79,1,0,139.0,140.7,0,5,13,1,10.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,19,1,0,19,1,0,0,1,1,12.4,0.5,1.79,1,1,131.0,134.5,0,6,7,6,15.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,19,19,1,0,0,0,9.4,-0.8,-3.12,2,1,128.0,123.5,0,6,9,4,12.5,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,28,1,0,37,37,0,0,1,0,7.6,2.6,0.32,1,1,100.0,128.0,0,6,7,6,13.166666666666666,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,True,False,False,False,False,0
1,21,1,0,19,19,0,0,1,0,12.7,3.7,-1.7,1,1,140.0,120.0,0,5,8,3,10.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,3,1,0,0,1,0,12.7,3.7,-1.7,1,1,134.0,133.0,0,6,8,6,11.75,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,19,19,0,0,1,1,11.1,0.6,2.02,6,1,135.0,128.0,0,7,7,7,14.44142857142857,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,3,12,0,1,1,0,10.8,1.4,1.74,1,1,123.0,116.4,0,0,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,20,1,0,36,37,0,0,1,0,7.6,2.6,0.32,1,1,120.0,126.7,0,6,9,5,12.6,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
